,delivery,batter,non_striker,bowler,run_hit,extras,type_of_extras,total,wicket,player_dismissed,mode_of_dismissal
95,15.2,S Matsikenyeri,BRM Taylor,Shahid Afridi,1,0,null,1,0,null,null
96,15.3,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
97,15.4,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
98,15.5,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
99,15.6,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
100,16.1,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
101,16.2,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
102,16.3,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
103,16.4,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
104,16.5,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
105,16.6,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
106,17.1,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
107,17.2,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
108,17.3,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
109,17.4,BRM Taylor,S Matsikenyeri,Shahid Afridi,1,0,null,1,0,null,null
110,17.5,S Matsikenyeri,BRM Taylor,Shahid Afridi,1,0,null,1,0,null,null
111,17.6,BRM Taylor,S Matsikenyeri,Shahid Afridi,1,0,null,1,0,null,null
112,18.1,BRM Taylor,S Matsikenyeri,Shoaib Malik,1,0,null,1,0,null,null
113,18.2,S Matsikenyeri,BRM Taylor,Shoaib Malik,1,0,null,1,0,null,null
114,18.3,BRM Taylor,S Matsikenyeri,Shoaib Malik,4,0,null,4,0,null,null
115,18.4,BRM Taylor,S Matsikenyeri,Shoaib Malik,0,0,null,0,0,null,null
116,18.5,BRM Taylor,S Matsikenyeri,Shoaib Malik,1,0,null,1,0,null,null
117,18.6,S Matsikenyeri,BRM Taylor,Shoaib Malik,0,0,null,0,0,null,null
118,19.1,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
119,19.2,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
120,19.3,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
121,19.4,BRM Taylor,S Matsikenyeri,Shahid Afridi,0,0,null,0,0,null,null
122,19.5,BRM Taylor,S Matsikenyeri,Shahid Afridi,1,0,null,1,0,null,null
123,19.6,S Matsikenyeri,BRM Taylor,Shahid Afridi,0,0,null,0,0,null,null
124,20.1,BRM Taylor,S Matsikenyeri,Shoaib Malik,0,0,null,0,0,null,null
125,20.2,BRM Taylor,S Matsikenyeri,Shoaib Malik,1,0,null,1,0,null,null
